,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
CABOT,3.873554564352693e-19,0.0,2.465513882975726e-18,1.1108355452536652e-18,0.0,2.4668579935172883e-18,4.85006497308138e-18,2.4583762995995293e-18,3.172660355755776e-18,0.0,0.0,0.0,3.836802428106977e-19,0.0,0.0,0.0,9.502899924937427e-19,3.4599752392976283e-18
COTERRA ENERGY,0.0,0.0,0.0,1.165964674202495e-18,0.0,1.4639872664889376e-19,1.5180551617559743e-18,1.2505504169292466e-18,0.0,1.2647765928164842e-18,0.0010721412639829449,2.1983035448137524e-18,0.0,0.0,4.851049355589705e-19,0.0,0.021789872219022104,0.09997399853037942
CADENCE DESIGN SYS.,0.0,7.228116347584231e-19,0.0,1.177940210531073e-18,7.828331936548807e-18,9.911538285034017e-20,6.18885910123451e-18,1.1012605383660072e-18,0.0,0.0,4.572054171877839e-18,1.897476582292347e-18,9.485562079962586e-19,3.4168398309551843e-19,0.0,0.0,1.552464445546687e-18,0.0
CADENCE BANK,1.7543519738690226e-19,0.0,1.263929956013076e-18,5.8835681710104e-19,1.5656220649946363e-19,3.836058490826824e-18,1.9663426430874823e-18,0.0,0.0,2.987289335762946e-18,1.9069078660458764e-18,1.2241973913482597e-18,0.0,0.0,2.5352136833265225e-18,2.9629322274814997e-19,0.0,0.0
CAL.WATER SER.,0.0,0.0,0.0,5.679372009926011e-19,0.0,0.0,0.0,0.013097320029492078,0.010754284671422332,0.0,2.3005077239025652e-18,3.5136202276247994e-18,0.0,1.713434760207457e-18,2.5320464109823895e-18,0.003772447720894787,0.02762855284893481,0.02770512529426714
CAMDEN PROPERTY TST.,4.2572930143080394e-19,6.200513415739756e-20,2.7079254945994277e-18,9.830351556850105e-19,1.6686972130652898e-18,6.006536753851792e-19,7.201491098666378e-19,1.7484880668135016e-18,0.0,1.4213437029070047e-20,0.0,0.0,2.9055731377600628e-18,0.0,1.8825915686692053e-18,0.0,2.4251147933206645e-18,0.0
CAMPBELL SOUP,1.1063841186019723e-18,0.0,0.0,0.0,0.029224581963427882,0.019390761764387896,0.0435683826076653,0.06167751099112648,0.03569884536542937,0.0,0.0,1.6750427649993636e-18,0.0,0.0,0.0,1.4618138645823314e-19,4.066581124863438e-18,0.0
CAPITAL ONE FINL.,0.0,0.0,2.8110168829921243e-19,2.946579082733413e-19,1.1139153375931641e-18,0.0,7.810890079958575e-19,1.9722998127854687e-18,4.00380281225502e-18,0.0,1.1624080716977277e-18,0.0,2.8894709770262606e-18,1.166055738482814e-18,6.472497820696747e-19,0.0,0.0,0.0
CAPITOL FED.FINL.,0.0,0.0,0.002365267284405316,0.0,0.026980558680114723,0.022699547934141306,0.014848745956396106,0.027663688259583003,0.054445868109246544,0.012878225951109426,4.572168658316999e-18,0.021938333643325713,0.028329579922485984,0.016763007413331206,0.0,0.004471335404142228,0.035421774529446955,0.024839980210589363
CARDINAL HEALTH,1.3525789888204238e-19,0.0,0.0,0.0,1.607195550850147e-19,0.0,0.0,2.7175330954928795e-18,0.0,0.026740988203080913,0.054778837958697243,0.026362517477667775,0.0,0.0,0.0,0.0,1.5239982667762906e-18,0.0
CARLISLE COS.,6.399740631570287e-19,0.0,0.0,2.630488758763403e-19,8.498122742647953e-19,0.0,0.0,0.0,0.0,4.697433909769926e-19,3.642930925612878e-18,1.1523035117785346e-18,0.0,4.168396387650552e-19,1.978495955728345e-18,0.0,0.0,1.5075300035420481e-18
CARMAX,0.0,0.0,0.0,1.4443946504189316e-18,4.245600382814621e-18,0.0,2.5061636614720665e-18,0.0,5.8559772184997435e-18,4.48666306499594e-19,0.0,0.0,1.311427793665957e-18,0.0,0.0,0.0,0.0,1.4274404878413986e-18
CATERPILLAR,0.0,0.0,7.34898615333188e-19,6.605664155648802e-20,9.872768376651257e-19,1.4192236944187812e-18,0.0,2.442004657650822e-18,1.7637623035979772e-18,0.0,0.0,1.4478544305816082e-18,0.0,2.7532739478552066e-18,4.46223109830613e-19,7.991996799703404e-19,2.5746803004995247e-18,0.0
CENTERPOINT EN.,6.703249998669588e-19,3.496930331411005e-19,0.0,1.4907875790582555e-18,1.1518045197258587e-18,0.0,1.2253185042828683e-18,2.252818038543722e-19,2.8005053734812152e-18,0.0,0.0,1.2161947113009723e-18,3.5592340490589027e-19,5.175137925304747e-19,0.016362600025731328,0.005545846241294885,1.0367810631177342e-19,0.0
CHEVRON,1.1204959097320949e-19,0.0,0.0,0.0,0.006391088524453744,0.0,1.7885731953492043e-18,0.0,1.5697165728002511e-18,2.82788539432635e-19,0.0,0.0,2.6193686213367905e-18,3.3949607317634585e-19,0.0,0.0,3.3361140834824113e-19,4.0270433552744416e-19
CHICO'S FAS,1.7318346325913423e-18,6.989325189108818e-19,0.0,0.0,2.982731521444736e-19,2.1093795321843483e-18,5.064240742662993e-18,0.0,0.0,2.325873750596053e-18,0.0,0.0,9.435944158605033e-19,2.0518980771377683e-18,0.0,0.026890420271650395,0.0,0.0
CHOICE HOTELS INTL.,0.0,0.0,0.00550170281169966,0.0,4.226712173042645e-19,0.0,3.0245069409603556e-18,0.0,0.0,1.853840866287828e-18,0.0,1.1714204877576547e-18,0.0,5.354035889131466e-19,0.0,5.2958134102332083e-20,3.1365842009974357e-18,0.0
CHURCH & DWIGHT CO.,0.0,0.0,0.0,0.0275069931326812,0.031119989277885753,0.023485129019864028,0.0,0.012750725689608564,0.0,0.0,0.0,0.0,0.0,6.684431879850462e-19,0.0056199970148485025,0.025961185531945007,7.138485767108838e-20,1.3014071998362563e-18
CIENA,0.0,0.0,6.809092623484936e-19,6.009360136965545e-20,0.0,0.0,0.0,3.618671278740915e-18,0.0,0.0,4.345579188890898e-19,0.0,1.1825464923806707e-18,0.0,1.5685628938143666e-18,0.0,3.263516750450495e-18,6.286191334015954e-18
CINCINNATI FINL.,1.8105671601023172e-18,0.0,0.0,8.486721994417757e-19,6.897983051475268e-19,1.3956815570579058e-18,0.0,9.761470302459307e-20,0.0,0.0,1.9366429205427695e-18,5.1449182285839473e-20,1.3797508373847856e-18,1.0604194742681474e-19,7.718685401656584e-19,2.285883932135846e-18,0.0,0.0
CISCO SYSTEMS,3.114433833822441e-19,1.2639863688871183e-18,0.0,5.040360424782091e-19,0.0,0.0,6.251250469928555e-18,4.695483785359276e-18,2.587639133228132e-18,3.5812511912634037e-19,0.0,0.0,0.0,0.0,0.0,3.610237543658825e-19,2.228574932707885e-18,1.37115395788093e-18
CINTAS,6.966225244666978e-19,4.0661845627927245e-19,0.0,0.0,0.0,0.0,2.7760008388365452e-18,2.524503722814091e-18,1.079505828599554e-18,1.7056190931244871e-18,0.0,1.01419850869977e-18,7.321450651925336e-19,0.0,2.0750807576719924e-18,2.2880865728292895e-18,1.0820021850466639e-18,0.0
CITIGROUP,5.176750333918507e-19,0.0,0.0,0.0,2.3154416559932074e-19,0.0,0.0,0.0,0.0,0.0,4.5395061495149064e-18,0.0,1.1215959615293547e-18,1.3969726361001123e-18,0.0,0.0,0.0,0.0
CLEVELAND CLIFFS,0.0,0.0,3.59686058339018e-19,5.103747785470003e-19,7.601792375357543e-18,5.7406547273715665e-18,1.5554697893643668e-18,6.034255450523174e-18,2.078955694502361e-18,6.338002039003886e-18,4.673237390830429e-18,0.0,0.0,0.0,1.762374572067517e-18,0.0,2.992586439750014e-18,9.9336226241834e-19
CLOROX,0.002646905817960213,1.068797102588245e-18,0.0015071994250472778,0.02198465553839329,0.0076610947270928185,0.021203845595653026,0.001954150357894134,0.004964097810135851,0.0,0.0,0.011805225024191304,0.009430005033736448,0.005624515129997115,0.0010967994797616894,0.0,0.0,0.0,0.0
COCA COLA,1.0570400530897861e-18,0.0,1.4087368636999445e-19,4.881778398503679e-19,0.0,1.865144305057098e-18,1.908268219822481e-18,0.0,0.0,0.0,4.3942010335059e-18,0.0,0.0,3.539908723059714e-19,0.0,0.0,2.1869722461678178e-18,0.0
COGNIZANT TECH.SLTN.'A',1.2105874514793912e-18,7.173468313377807e-19,0.0,3.244549092788069e-19,0.0,0.0,1.5520527804632293e-19,0.0,0.0,3.5816590424909796e-18,2.0122540038160097e-18,1.458353132087774e-19,8.896175762315722e-19,0.0,3.68857757735644e-18,1.325792938762639e-18,9.034683470694437e-19,0.0
COLGATE-PALM.,0.018270014532067502,0.026624938351269323,0.011853772976160231,0.0,1.6526551187397988e-18,0.0,0.0,0.0,2.822222712900729e-18,2.2768245622195593e-18,0.0,1.9934057420799763e-18,0.0,0.0,0.0,2.317784515535674e-18,1.844717905764995e-18,1.3956070930407567e-18
COMCAST A,9.616017567706873e-19,0.010027742992372605,0.0,0.03052806300072058,0.0,9.708573038871285e-19,2.9389909732647544e-20,0.0,0.0,3.746830411435824e-18,5.897552899495507e-19,0.0,0.0,8.962761222119213e-19,0.0,9.524601051532495e-19,3.287013510521313e-19,0.0
COMERICA,2.682784613386181e-19,0.0,0.0,3.8872868583058636e-19,5.046418718628155e-19,0.0,4.580984438518595e-19,5.322355059370544e-18,0.0,0.0,0.0,2.7491145205207713e-19,8.802333314002292e-19,0.0,4.2659214022021037e-19,1.041665372930459e-18,0.0,2.5665949339766925e-18
COMMERCE BCSH.,1.1205112696086302e-18,5.148496217736863e-19,0.0,0.009241999999013427,0.037826385900984374,0.0016217738316315587,0.0,0.0,0.0,0.0,1.2297734818865465e-18,0.0,0.0005001504291785,0.0,4.445909983785511e-19,0.0,0.0,0.0
COMMERCIAL MTLS.,0.0,2.4093407533715685e-18,5.126663750942773e-18,2.1199119962566637e-19,0.0,1.2351599142451162e-18,1.1299868804870033e-18,0.0,0.0,2.676408546717001e-18,0.0,0.0,7.898411016059313e-19,9.154016169062162e-19,1.2840772589480677e-06,2.8783407383499237e-19,0.0,0.0
CONAGRA BRANDS,0.0,1.3835273910889003e-18,0.0,0.0,7.104102794956861e-19,0.0,2.401464372740785e-18,0.0,0.0,0.0,0.012173702440988471,0.025706717334275552,0.02981552591548972,0.03072576317912182,1.5766446038778049e-18,0.0,0.0,3.285648895699322e-18
CONOCOPHILLIPS,0.0,6.528614472420203e-19,0.0,0.005122396732116569,4.1479994674268757e-19,0.0,3.1317902079212074e-18,0.0,2.3179798288542454e-18,0.0,0.0,4.857285547567203e-19,0.0,3.9302453916916235e-20,3.2276473684344253e-19,1.1757912930371847e-18,5.97401828752133e-19,0.0
CONSOLIDATED EDISON,0.0,0.0,0.007994143654969569,0.01414612013539747,0.023464400691629042,0.000304320497988274,0.01863945727871686,0.03118626717890162,0.04195525573018709,0.020671649036683618,0.020113802720584148,0.028543322630409727,0.01754050839022419,0.008179747213208136,1.0418967277829864e-18,0.0014710474618349328,0.007397656112515401,0.0
CONSTELLATION BRANDS 'A',0.0,5.118765533769619e-19,0.0015355848311229487,0.0,2.420608271264168e-19,1.3153587545521184e-18,0.0,7.289573453638042e-18,0.0,3.7447900684811737e-19,0.0,1.9657018080356207e-18,1.1238864067372997e-18,0.021796394804278658,0.0,1.3885268848824628e-18,0.0,0.0
COOPER COS.,0.005638639439224319,0.022745574510275025,0.0,0.0,1.866635607308958e-18,0.0,0.0,0.0,0.0,0.02907987232599229,0.04133528474186009,0.0338064792951934,2.7742970089749713e-18,0.0003416945260511202,4.8174956195792044e-18,4.397941764716365e-19,1.7701509812066093e-18,2.106333326073067e-19
COPART,0.0,0.0,6.294609491006121e-19,0.0,0.0,2.9559993956740988e-18,2.6147929264933412e-18,0.0,0.0,0.014181203868798588,4.025297858937064e-19,4.716550764813586e-19,0.0,5.950202552629247e-20,0.0,2.9254848197356592e-19,0.0,3.812349901786331e-19
CORECIVIC,0.0020389822012863,0.004532306363409527,0.0,5.1172406204790195e-19,0.0,1.627495959856187e-18,0.0,2.741591757018554e-18,1.5741626186796559e-18,1.7955662779903393e-18,0.0,7.7195557993891705e-19,0.0,0.0,0.0,0.0,1.1552698942869148e-19,2.0947615136622036e-18
CORNING,2.288258099682211e-18,1.7015367855705998e-18,3.221097303857895e-19,0.0003865688421972183,0.0,0.0,1.598909372728845e-18,7.653215834881242e-18,3.742867183952186e-18,1.7906032204124462e-19,0.0,2.9664543536596417e-19,2.062517876745619e-18,1.2808648192909983e-18,0.0,0.0,0.0,2.9212008224434515e-18
COSTCO WHOLESALE,0.0,1.191766854735977e-18,9.560099731028201e-19,0.00023207992141472132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.535722764697893e-19,7.344556718024408e-20,0.0,8.74783676058887e-19,0.0
CRACKER BARREL OLD CTRY. STORE,1.0559012583594628e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.969095264789716e-19,1.2865922408724576e-18,0.0,0.0,1.0198040121404608e-18,0.0,2.6195721908311165e-18,4.382117997669016e-19
CROWN CASTLE,1.2859246149296809e-18,0.0,6.637425730084572e-19,1.1846127533236526e-18,0.0,4.859918019142105e-18,0.0,0.0,4.798492904704384e-18,0.0,0.0431468757555267,0.0393287781155019,0.02573193270784039,0.03458724736082441,0.01802348480282973,0.0028493520913676755,0.0,5.227607237481785e-18
CROWN HDG.,4.1468648539333693e-19,2.287669152138113e-18,0.0,1.0124976202756176e-18,0.0,0.0,0.0,4.219522612243787e-19,5.325576505811602e-18,0.0,1.497870144485008e-18,0.0,1.6082271305466916e-18,0.0,0.0,0.0,5.6294114780392e-19,6.230583761923568e-20
CULLEN FO.BANKERS,0.0,2.673909428758998e-19,0.0,9.025428311678142e-05,8.225680540405446e-19,0.0,1.1400233554797781e-18,0.0,0.0,3.3264768547587304e-19,0.0,8.109131501940316e-19,0.0,0.0,1.2128310758723735e-19,5.26699244219928e-20,1.7556690586531036e-18,2.9621943693850435e-18
CUMMINS,0.0,7.067296739827371e-19,2.0242110225088652e-18,0.0,7.776375147384312e-19,0.0,5.658272758790931e-18,0.0,0.0,1.091555519735181e-18,0.0,9.679201804153642e-19,0.0,0.0,0.0,0.0,1.2905692175892382e-18,1.4525306871842435e-18
D R HORTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.687052820000445e-19,2.7597012384753502e-18,0.0,0.0,0.0,0.0,1.9799266201233112e-18,5.688216814454168e-19,8.371548732290299e-19
DTE ENERGY,8.910865265705236e-19,0.0,0.0,0.0,9.603644307074687e-19,1.986317349625573e-18,0.0,0.0,3.877707034442131e-18,0.0,1.4504500272522194e-18,3.521554432317683e-18,0.0013009528499039113,0.0028505588516310725,0.0,0.0,2.822032367918002e-18,1.418216852389415e-18
DXC TECHNOLOGY,2.5112990847968423e-18,0.0,7.140366513736999e-19,0.0,7.39572680078533e-19,0.0,0.0,0.0,0.0,0.0,3.044760292172455e-18,0.0,0.007533658357120909,0.003283413917631246,3.805015147361641e-19,0.0,1.4654819281295025e-18,0.0
DANAHER,5.781872192106023e-19,7.187729669266841e-19,0.0,1.0899746645098703e-18,1.3768988210766963e-18,3.240850257362836e-19,0.0,1.1944161976346675e-18,1.7956011308530162e-19,0.0,2.865645818976638e-19,3.300613683373891e-19,0.0,8.26553958887012e-19,0.0,0.0,3.8199055042575944e-18,0.0
DARDEN RESTAURANTS,1.1228194549109124e-18,0.0,0.0,2.989205257683209e-19,2.6142831275540057e-18,1.3893679775204509e-18,1.2985955070257596e-18,0.0,0.0,0.0,2.4322632150413516e-18,0.013732363020264158,0.04464010001609699,0.052395691711491305,0.04991596742616554,0.019408800489443608,0.0,0.0
DAVITA,5.091272358857023e-19,0.0,1.0723641468424343e-18,0.0,0.0,0.0037145689844415644,0.061446044039532355,0.033689453508733994,0.008175792290464827,0.026835299659287364,0.0,8.157133760600101e-19,4.343442825601644e-20,1.22803767762045e-18,1.2764497953379507e-19,0.0,0.0,4.0467877451401722e-19
DEERE,2.3182550712814277e-19,0.0,1.2592735355034305e-18,3.180554110738005e-18,0.0,0.0,1.5027588130433717e-18,0.0,2.7247807848270408e-18,4.464946850687972e-18,9.685270795989456e-19,8.982992209133734e-19,8.81947506647973e-19,1.5376549735370952e-18,0.0,0.0,1.852544168336035e-18,1.5076594167519911e-18
DENTSPLY SIRONA,0.0,8.531772392566714e-19,0.016982570812769836,0.01203113906389721,1.1092393459584134e-18,4.939348632335493e-19,1.0532248669042274e-18,0.0,5.396686599451848e-18,3.930584219308819e-18,0.0,4.543117912029487e-19,0.0,0.0,0.0,0.0,1.9414873853678828e-18,0.0
DEVON ENERGY,1.4847389169429709e-18,0.0,8.370819674887573e-20,6.126035823272187e-19,1.9422289223306705e-18,0.0,1.7270529893600468e-18,9.422030485992135e-19,0.0,0.0,4.556995249818692e-19,3.1901245550713437e-19,0.0,0.0,0.0,0.0,0.0,0.0
DIEBOLD NIXDORF DEAD - DELIST.11/08/23,1.7934795230924375e-18,0.0,1.8014987662985017e-18,0.0,0.0,2.2469633510015166e-18,0.0,0.0,0.0,7.725807858992042e-19,0.0,1.7381946021578933e-18,0.0,0.0,2.1992721553353255e-19,4.367754930494912e-18,6.178590393757579e-18,0.0
WALT DISNEY,0.0,0.0,0.0,1.6500990130808612e-19,0.0,2.351737440297056e-18,3.733968498094001e-18,0.0,1.119169349530716e-18,0.0,7.185221316255547e-19,0.0,0.0,0.0,1.702890499296832e-19,9.696365226899023e-19,2.61388199883518e-18,2.81493066832175e-18
DISH NETWORK 'A',0.0,0.0,8.152051747502349e-19,8.740974077145829e-20,1.804599997642188e-19,3.451328990955011e-19,3.493778599432693e-18,3.400238798064721e-19,3.4490437712834007e-18,0.0,0.0,0.0,0.0,0.0,0.0,1.586574790180767e-19,0.0,1.435228193801576e-18
DIVERSIFIED HEALTHCARE,0.0,0.0,6.973194656705251e-19,3.1423115084369417e-18,7.731600397684047e-20,1.5240551868705915e-18,4.804833098213206e-19,2.0459284033487434e-18,1.4141349905784304e-18,2.6148037128234802e-18,5.773159572945939e-19,0.0,0.0,0.0,1.3938879750952383e-18,2.857670852327555e-18,1.870821123856768e-18,0.0
DOLLAR TREE,0.0,0.0,7.101086385264416e-19,0.0,9.848617276297712e-19,0.0,0.0,0.0,0.0,0.0025799799758754694,0.02610230821000961,0.01807728383209782,1.1656514573471848e-18,0.0,0.012847984607369871,0.008010969548976569,1.3047977198171515e-18,0.0
DOMINION ENERGY,0.0,1.549149890465849e-20,0.0,0.026257843866066513,0.0005480282557367983,1.31705710666643e-18,0.0,0.0,0.0,0.0050218949668183995,0.017090027108700407,0.025037766877953765,0.013920518373198819,0.008838705640330418,0.01591681667730145,0.017435311893407062,0.013438712345341018,3.300176292642212e-18
DONALDSON CO.,6.930656767491797e-19,0.0,0.0,0.0,6.2452128656158665e-18,0.0,0.0,0.0,1.3102215973720103e-18,0.0,0.0,0.0,0.0,0.0,0.0,3.2997533651047848e-19,7.4656556958044975e-19,0.0
DOVER,1.3037549710856944e-18,1.4513421161486497e-18,0.0,8.110907407187686e-19,0.0,0.0,0.0,4.556974321633268e-18,1.6838417433462168e-18,2.800159094450528e-18,0.0,6.075493487461169e-19,0.0,1.722717521691503e-19,0.0,0.0,6.349353198402504e-19,2.5710409485330668e-18
DRIL-QUIP,8.758037833803244e-20,1.0344940749416743e-18,1.055614652362e-18,6.941790242364471e-19,1.1842707555612644e-19,2.8236328454211982e-18,0.0,3.74634665974558e-18,2.557717156217797e-20,7.082144839191329e-19,0.0,0.0019250468296957751,0.016505969979449985,0.0001408906457728535,8.449880341745087e-19,0.0,2.6994056528647275e-19,0.0
DUKE ENERGY,1.0988768495116475e-18,0.0,0.0,0.0,3.2360199153332283e-19,3.1406453340129067e-18,3.7117133812241236e-20,0.0,0.0003892978503406363,0.007631372330038192,0.02448227061819934,0.019123024342978388,0.0027994047461568413,2.990310343529395e-18,0.02022226130257026,0.017120521850087764,0.007117494391482495,0.0
EOG RES.,3.6416520309216677e-20,0.0,6.477867518627181e-19,0.0,0.023164843719300273,5.091384739269192e-19,2.504707906128496e-18,0.0,1.2017198130629894e-18,1.450413146970381e-18,4.1607308497900547e-19,0.0,2.0411934151180715e-19,7.356657241421793e-19,8.143840389203518e-19,0.0,0.0,3.7022030134141085e-18
EQT,0.0,0.023503599659494195,2.6885954414197526e-05,0.0,0.0,1.5505041839202402e-18,1.9371246759818624e-18,0.0,0.0,0.0,0.0,1.2272337193715355e-18,0.0,1.2068170690265439e-18,2.8895610522004805e-18,0.01802029027849299,2.3421536285258526e-18,3.703839602246103e-19
EAGLE MATERIALS,5.683155123094336e-19,1.4813203988853364e-19,0.0,0.0,9.781995797704839e-19,0.0,2.4051929003081427e-19,0.0,0.0,0.0,1.2429842025846743e-18,0.0,5.704088568324377e-20,0.0,0.0,0.0,0.0,0.0
EASTMAN CHEMICAL,0.0,3.956182483550924e-19,9.134850753724832e-20,0.0,1.3434593111042132e-19,0.0,0.0,5.730928900500878e-18,0.0,0.0,0.0,4.769882272289628e-19,0.0,0.0,1.8578669810504362e-18,0.0,1.3242673457387696e-18,0.0
EBAY,0.0,0.0,0.0,1.6310622091499212e-18,0.0,0.0,0.0,0.0,7.497524157411147e-19,3.928794260575021e-18,0.0,1.191223306132969e-18,3.0241768147537412e-18,0.0,4.540698730049551e-18,0.0,0.0,1.6220738292375293e-18
ECOLAB,6.200437727445876e-19,0.0024558076802294617,0.004609772436136964,0.010466416062427009,4.901454706426615e-19,4.1565484714485835e-19,4.2886303697487456e-18,1.4955366328127604e-18,0.0,0.0,0.0,0.0,0.0,1.7264558693582392e-19,8.1064389171629625e-19,2.075819511140266e-18,0.0,0.0
EDISON INTL.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7061075099937437e-19,2.1886664979860904e-18,1.9153058772285545e-18,5.147391069815961e-19,1.4409637114782673e-18,5.921652885099906e-19,0.0,0.018425105251902833,0.0,5.429855264676609e-19,0.0
ELECTRONIC ARTS,0.0,0.0,5.48322577168296e-19,4.273723527371457e-20,1.1478863237316513e-18,0.0,4.859567699050342e-18,0.0,2.937673265469954e-19,9.328108252102694e-19,0.0,9.147029460792077e-19,1.202583517081179e-18,3.241689167929665e-18,1.3158294738145607e-18,0.0,1.0686281510621038e-18,0.0
EMERSON ELECTRIC,0.0,5.604492102007554e-20,0.0,0.0,0.0,1.5481877702482928e-18,0.0,0.0,2.552371022205404e-18,1.5059809889744863e-18,0.0,2.701775583886093e-19,1.2614890207592289e-18,6.158910170122151e-19,0.0,0.0,0.0,2.0040006360581838e-18
ENTERGY,0.0,0.0,0.0,0.0017092735084501378,0.0,5.619838009093151e-18,6.020245882494336e-19,3.6233102386836977e-19,1.6282192323085531e-18,0.01689062104546281,0.01855028806553989,0.006249682073588983,0.0,0.0,6.422580949456297e-19,9.345244522228414e-19,2.1916375239469857e-18,1.0536807206997789e-19
EQUIFAX,0.0,1.188800625072109e-18,1.0244620399110342e-18,5.90503915978685e-19,1.854800117957206e-18,4.048069150460622e-18,2.016012638170351e-18,1.3505198339732051e-18,0.0,1.6592584867033488e-18,0.0,0.0,0.0,0.0,2.5196756482935173e-19,0.0,0.0,0.0
EQUITY COMMONWEALTH,0.0,0.0,0.0,0.0,2.918019217997754e-18,2.1112754400310845e-18,6.857609646014562e-19,0.0,0.0,2.1299410509304568e-19,1.002073427616188e-18,0.004086212863978129,0.021993032555311803,0.022561906883716207,0.04293596700752247,0.03881160984024028,0.04740038523354513,0.09366129612108906
EQUITY RESD.TST.PROPS. SHBI,8.706840697488039e-19,3.9332158421761644e-19,0.0,1.9559226673751754e-18,0.0,0.0,7.657545575767277e-19,8.187485342466176e-19,2.1470955055478744e-18,0.0,0.0,0.0020131204081579464,0.021877903132782338,0.015754295509188047,0.0,0.0,2.9137629381198773e-18,2.9109626344926137e-18
ERIE INDEMNITY 'A',0.0,0.0,0.0020326753816433288,1.3967372905890267e-20,0.0,2.2075143428602657e-18,5.714712377160787e-18,5.209406568555304e-20,0.0,0.0,0.019846301054174457,0.004255774196989958,0.021257124170556828,0.012498288718537165,0.026055124170033674,0.009247018534756003,0.0,2.8705098795840467e-18
ESSENTIAL UTILITIES,7.406602315648385e-19,1.1071487408951679e-19,9.936785497918823e-19,4.647788182488026e-19,0.0027521965984387176,0.03207523741141916,0.029746460345083905,0.047118517896742394,0.016293153363959048,0.0,0.0,4.173959485432739e-19,0.0,0.0,1.3729430213484277e-18,0.0,1.5624881812592985e-18,0.0
ESSEX PROPERTY TST.,2.264534773790273e-18,1.8090333504591738e-18,5.483150789646931e-19,1.7259083771877564e-19,0.0,3.4313109658956676e-18,0.0,3.616381611509922e-18,3.7511602102205336e-18,0.0,1.8146938808394498e-20,1.1606044718900906e-19,1.2839990982236932e-18,0.0,0.008660541299587871,0.00574762514990873,2.5732482050282746e-18,0.0
EVERGY,2.3335230288286287e-19,2.219483102509607e-19,6.563924784749455e-19,0.0,0.0,0.0,0.0,7.148386837768186e-19,1.0036798415261168e-18,0.0,0.0,0.0,2.4264266342225562e-18,2.1170302306415526e-19,0.0,0.01243916918271842,2.8546938355555635e-18,0.0
EVERSOURCE ENERGY,0.0,0.0,4.628982218205834e-19,2.6594384790025855e-19,0.0,0.0,7.467631067998731e-19,0.0,0.0,0.0,0.0,5.987226675743904e-19,0.0,0.0,3.4634778778174598e-18,0.0,3.958293983985646e-18,1.0953272848072809e-18
EXELON,1.4327359146267336e-18,0.0,0.008683716397167808,0.0,0.0,0.0,3.634729589122588e-20,0.0,0.0,1.4134085051763371e-18,0.0,0.01401166111169819,7.645332612908718e-19,0.0,0.0,0.0,1.588453288804211e-19,9.440994566648611e-19
EXPEDITOR INTL.OF WASH.,0.0,0.0,0.015195366895404624,0.012732436392125708,1.6801094873571817e-18,0.0,3.304586580821257e-18,0.0,0.0,2.252337984369381e-18,3.0415005753183424e-19,0.0024338695627118736,0.027783431539003436,0.005624421850849327,2.9933710216935987e-18,1.0748287267925523e-18,6.132987893263003e-19,0.0
EXXON MOBIL,0.0,7.666178303171604e-20,7.973172914402429e-19,0.0,0.015366591064221367,0.000348151563360238,4.988547995073429e-18,0.01667055003387915,2.1798708096003907e-18,0.0,0.0,7.499052159568631e-19,3.633851399072296e-19,0.0,0.0,4.767241299985867e-19,0.0,1.0802006243018651e-18
FMC,0.0,1.5071726022311247e-18,0.0,1.1716752355294801e-18,0.0,0.0,0.0,3.835441526213189e-18,3.784035613603469e-19,4.1250230751643137e-19,0.0,0.0,1.9249181008940135e-20,0.0,2.6062109788992165e-19,9.648366903025662e-20,0.0,4.5933610425008665e-19
FTI CONSULTING,0.013916111859067208,0.023318769118210066,0.025806790797306203,0.03435515017923413,0.03346651875113111,0.0,0.0011718548786446245,0.0,0.0,2.1270430523972573e-18,0.018045034440255823,0.023385637913290833,6.831525091713558e-06,0.008578836473808723,0.03152438522697446,0.04609475643517904,0.039180467414622916,0.018669470560798897
FACTSET RESEARCH SYS.,9.07265511889254e-19,0.0,1.7340178425682177e-18,5.34855354076789e-19,0.0,0.0,3.0505261195915248e-18,0.0,2.2033822025674566e-18,3.514472777547106e-18,1.2142865209930643e-18,9.716249491112554e-19,1.11722389530347e-18,1.2127107423758907e-18,0.0,0.0,0.0,0.0
FASTENAL,0.0,1.8148884764297961e-19,1.0985464599794908e-18,7.5832338659045305e-19,0.0,0.0,2.814008373295127e-18,2.761406497006015e-18,5.320083659575377e-19,0.0,0.0,0.0,0.0,0.0,0.0,9.314093860614567e-19,0.0,2.1434335027369594e-18
FEDERAL REALTY INV.TST.,0.00023534815499970605,5.34007522854073e-19,0.0,9.606127127652835e-20,0.0,0.0,0.0,5.02899558937259e-18,1.2206276807012094e-18,0.0,0.0,0.0,0.0,0.0,6.547634252029814e-19,6.126500114309645e-19,0.0,3.569841951820869e-19
