,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
POLARIS INDUSTRIES,2.693484869093152e-19,1.2929311624109649e-18,2.8631114830268684e-20,8.619069511458479e-19,1.9707146236558945e-18,2.451531972412955e-18,5.878553509318742e-18,4.891355578914268e-19,0.0,0.0,0.0,0.0,7.81760608379343e-19,2.955638395870833e-19,0.0,1.3577660043735424e-18,8.795274063024488e-19,8.4286774209634665e-19
POWER INTEGRATIONS,0.004257162429705355,0.004504100396765427,0.0,0.0,1.2686395219486518e-18,9.711945258960786e-20,0.0,0.0,0.0,5.604350376050758e-19,7.802785307744904e-19,5.326233845290152e-19,0.0,0.0,2.374270580225444e-19,2.7695527930300006e-19,0.0,0.0
T ROWE PRICE GROUP,2.481125963001717e-19,0.0,0.0,3.828004097720871e-19,2.62393483448183e-18,2.5450680127742556e-18,0.0,0.0,3.650230915751003e-19,2.8679005934091216e-18,0.0,9.61447248079878e-19,9.01171912371272e-19,0.0,0.0,8.70835306556622e-19,0.0,0.0
PROCTER & GAMBLE,0.03448529181327542,0.0003830842596087222,0.006863861092731129,0.0,2.4499036810888458e-18,2.8221124048242074e-19,1.7360561515615888e-20,0.0,4.336010607442878e-18,5.4121959074342045e-05,0.01855046325474577,0.0,2.6796135947088e-19,0.0,0.012234817143650233,0.0,0.0,0.0
PROGRESSIVE OHIO,0.0,0.0,1.069820674697066e-18,0.0,8.085554294637963e-19,2.9609610169086284e-18,5.452315263122377e-19,7.256456846906626e-19,8.091811143736269e-19,0.0,0.0,1.639515038862394e-18,0.0,0.0,0.0,0.0004733663982958079,0.01593240615751913,0.005330436673501408
PROLOGIS REIT,0.0004078851888754157,0.0073638683104641405,0.00957257258219626,0.0,6.35866833923141e-19,0.0,0.0,3.165397937343794e-18,1.886947371010569e-18,1.177799689729321e-18,0.0,0.0,0.0,0.0,3.771461846791414e-19,0.0,2.6999476339264263e-18,0.0
PUB.SER.ENTER.GP.,0.0,0.0,0.0,0.0,6.705326760815839e-19,2.0466857014088457e-19,1.0206571210502752e-18,0.0,0.0,0.0,0.0,0.0,9.025193577629285e-20,0.0,5.012056412271286e-19,0.0,0.0,1.471492238163168e-20
PUBLIC STORAGE,0.03997310351199657,0.030076043100725623,0.00868788641417624,0.0,7.7068256318741525e-19,8.876620637270456e-19,0.0,3.6553162734698047e-19,5.715839217171875e-18,0.0,1.860344307590662e-18,2.962701805818392e-19,0.0,2.051231719989486e-05,0.01786742431226742,0.03017090943517004,0.04955444617876825,0.05277205756660444
PULTEGROUP,8.565054221520831e-19,7.891048183613618e-19,0.0,2.29538596088926e-19,1.7022507433274647e-18,0.0,0.0,2.3890735617965225e-19,0.0,0.0,1.2737848035614994e-18,0.0,0.0,8.056054155494002e-20,0.0,0.0,3.979521345855251e-19,0.0
QUALCOMM,1.2368296912895536e-18,0.0,1.5710793160654535e-20,0.0,1.6473042787704624e-18,2.0238885457987742e-18,2.1480916350277916e-18,0.0,1.0244064135763732e-18,0.0,0.0,0.0,0.0,0.0,9.035049777100211e-19,1.3001620274188405e-18,3.305039841169232e-19,0.004048731697943906
QUANTA SERVICES,0.0,2.3243108497716677e-18,8.196845675666189e-19,0.0,1.393390513832666e-18,0.0,4.8617560892838975e-19,0.0,1.5060975090534994e-18,0.0002578241006432111,4.658789406379522e-18,0.01582130601975453,1.0354443456090872e-18,1.2442076707895016e-18,0.0,1.3023648391766699e-18,0.0,1.4661535127613581e-18
QUEST DIAGNOSTICS,0.0,1.108982010145659e-18,4.1103179968289153e-19,0.03564411308811954,0.06303890070902492,0.0709981157471692,0.02363352207184443,0.0,5.5218141632918426e-18,0.017075595883035307,0.0,0.015371382975532675,0.018507389960681287,0.008736111382462304,9.073902400020713e-19,4.445434933137288e-19,0.0,9.042488654901743e-19
RPM INTERNATIONAL,1.3713807308424656e-19,0.0,0.0,0.0,1.2285430237622464e-19,8.445239859416388e-19,0.0,0.0,0.0,0.0,1.7465693577811653e-18,1.133308541207941e-18,1.9767892740828153e-18,0.0,1.5806964763976341e-18,0.0,0.0,1.2747315068614735e-18
RAMBUS,0.0,0.00162639351785195,4.995052676389468e-19,7.602664598801622e-19,0.0,7.568779648346583e-20,9.80653390214421e-19,9.638840328014597e-19,0.0,2.1472596740557487e-18,0.0,5.10295328148235e-19,1.3859114403796475e-18,0.0,1.2102576723177288e-18,8.007227120862372e-19,0.0,3.2716405897731707e-19
RALPH LAUREN CL.A,1.831784485277423e-20,0.0,0.0,1.722054976094683e-18,0.0,1.3180665085180364e-18,0.0,0.0,3.526475207484896e-18,0.0,0.0,0.0,1.0800025483375698e-18,5.410557971977635e-19,0.009059062453216873,0.0,3.773298348191113e-19,0.0
RANGE RES.,0.0,0.0,9.634706371651881e-20,3.5592970711094947e-19,0.0027813624994303928,0.025466722101539486,0.03403544715812764,0.046541725971228444,0.04075927294275121,0.0,9.392618220720578e-19,0.0,8.906624140777916e-19,0.0,9.398667571144634e-19,0.0,4.5543996703341936e-18,2.3434881609039365e-18
RAYMOND JAMES FINL.,1.400855688204878e-18,1.3413294956024238e-19,4.383354399656558e-19,0.0,0.0,0.0,0.0,1.5427890877066763e-18,9.464149539594708e-19,9.919693655842629e-19,0.0,0.0,4.673536315137792e-19,0.0,0.0,0.0,1.142141785610753e-18,2.321300119388714e-19
RTX,3.9901741843777617e-19,0.0,0.0,1.1290953122953508e-20,6.582304805351513e-19,0.0,4.2015566075727987e-19,2.2292138149974423e-18,0.0,1.0891368072421189e-18,6.54637674235042e-19,0.0,0.0,2.7822657062423784e-19,0.0,2.8102860394437335e-19,7.019698896933703e-19,6.507305950001751e-19
REGENCY CENTERS,9.036259383510345e-21,8.839785699315137e-19,0.0,2.3896276259403437e-19,9.132899020939525e-19,1.4980111845802207e-18,0.0,2.0880399189147703e-18,2.0498396370649756e-18,0.0,1.1228147064027104e-18,2.662995937155627e-19,0.0,9.267907093204779e-19,0.0,5.778960717793719e-19,0.0,0.0
REGENERON PHARMS.,9.488559344274375e-19,0.0,1.4152887828143342e-19,1.5357695400053074e-19,0.0,2.5486227145851618e-19,0.0,1.3601350484063364e-18,0.0,0.0,0.0018760337807892577,0.0,5.850992753189078e-19,0.0,6.290560543703298e-19,1.0576310134950265e-18,0.04968019543344517,0.037256750631123624
REGIONS FINL.NEW,0.0,2.2991487356339023e-18,0.0,0.0,4.889093443105401e-19,5.006513310998991e-19,0.0,7.208821792841856e-19,0.0,1.7624495985445533e-18,3.453927405819387e-19,7.00362327211252e-20,0.0,0.0,0.0,0.0,8.60881015711173e-19,0.0
REINSURANCE GROUP OF AM.,2.175545291269885e-19,0.0,0.0,0.0,0.0,0.0,1.5362340843280807e-18,1.8201135415973296e-18,2.7250599436804387e-18,0.0,7.9618889388086325e-19,0.0,0.0,0.0,6.376347102014665e-19,0.0033370527804263616,0.0,0.0
RELIANCE STEEL AND ALMN.,1.76355670833582e-19,3.548342060372197e-19,9.92813521908989e-19,0.0,0.0,1.3604198746007183e-18,2.191465777561189e-18,9.240405660481351e-19,1.2145040020417605e-18,0.0,0.0,0.0,0.0,3.291164146474967e-19,0.0,0.0,2.8756205915711375e-19,1.1020046975810526e-18
REPUBLIC SVS.'A',0.0,0.0,0.0,4.72071335524894e-19,1.194808589062907e-18,2.4783862247988866e-19,5.9104238100786055e-19,5.824980453340797e-19,1.4530281435761885e-18,3.381576959835579e-19,0.0,0.002061549855746102,0.007738615112164467,0.008855771871679878,0.0,0.0,0.0,3.8231965949785924e-19
RESMED,0.0,9.885645537748361e-20,0.0,0.018985394813406057,1.049328715619539e-18,0.0,2.1382018134128183e-18,2.7490142645257536e-18,0.0,0.0,1.0050403835362532e-18,0.0,0.0,2.009257855854438e-18,0.0,0.0,0.047408235968479394,0.08882348522969649
RITE AID,0.0,0.0,0.0,9.697643266996623e-19,0.0,3.010820660527633e-18,0.0,0.0,0.0,0.0,0.0,7.799785168831229e-19,0.0,0.0,0.0,0.0,0.0,1.7625854387501637e-18
ROBERT HALF,0.0,6.24677252273074e-21,4.088913833884038e-19,5.476135989924439e-19,3.0700190017635793e-19,0.0,1.9443854646197852e-18,9.318665352982239e-19,0.0,0.0,1.7170277543899544e-19,3.9179723384312453e-19,1.1221501309871412e-19,0.0,7.87023962907406e-19,0.0,5.85865356027129e-19,5.339767378716691e-19
ROCKWELL AUTOMATION,8.327395530047514e-20,0.0,2.4496132258748026e-19,0.0,0.0,5.645935477921147e-19,0.0,5.168870672304789e-19,0.0,9.94822372233606e-19,0.0,0.0,1.3872581406480156e-19,0.0,0.0,0.0,0.0,0.0
ROPER TECHNOLOGIES,9.73790908275564e-19,0.0,0.0,9.18134176486018e-20,2.684039152473749e-18,0.0,1.6673453723907717e-18,0.0,0.0,0.0,8.776726324241449e-20,0.0,0.0,6.3594807918527e-20,6.313492226239811e-19,0.0,0.0,2.524217640241096e-18
ROSS STORES,7.776304955439133e-19,3.081434154543715e-19,3.965318599497557e-19,2.0464776036670908e-19,7.480945331018634e-19,0.0,2.4107089625065167e-18,0.0,0.0,0.0,0.0,1.4405407768647412e-18,0.0,0.0,0.0,1.4150436583524777e-19,0.0,0.0
ROYAL GOLD,4.891306942157689e-19,8.438010074346585e-21,5.461424186823206e-19,8.345326010862256e-19,0.0,8.787274918466579e-20,5.965538523437544e-18,0.0,4.309634491385166e-18,0.0,0.0,2.047777243552818e-18,0.0,1.1852692123866134e-18,0.0,2.4313253809073353e-18,9.631059703996047e-19,0.0
RYDER SYSTEM,0.0,0.0,2.4964718493518346e-19,0.003958624571895065,1.7633224208816724e-19,8.460095855439115e-19,1.202538496624081e-19,0.0,2.695680707661029e-18,1.441320728469612e-18,0.0,7.492104700879361e-19,0.0,0.0,6.137187809156729e-19,0.0,1.8364899763280677e-18,0.0
S&P GLOBAL,0.001867223218725739,0.007469040566995266,0.0,0.0,4.538631207199397e-19,0.0,0.0,0.0,0.0,9.975388233984712e-19,0.0,0.0,0.0,0.0,5.035137574541647e-19,2.5869664332147366e-19,0.0,9.627199091862203e-19
SBA COMMS.,0.0,1.789114527592337e-18,0.0,2.9695552971153672e-18,1.7093668092931719e-18,0.0,1.5809818463625558e-19,0.0,1.169025553933379e-19,0.0,5.691850681099288e-20,1.4696781470291226e-19,0.0,0.0,1.0575493389675551e-19,3.6465664919637826e-19,0.002421643568609566,0.0
SEI INVESTMENTS,0.0,1.284096120147317e-19,5.327151736520065e-19,2.914096419486846e-19,0.0,2.5619387658749346e-18,0.0,1.5680328760485256e-18,0.0,1.91866511088397e-18,0.0,2.0420127356793234e-19,9.720346750033235e-19,0.0,0.0,0.0,0.0,7.21108551637568e-19
SL GREEN REALTY,2.1418832187169144e-19,5.147252866220933e-19,0.0,2.579437933995548e-20,2.394299799773045e-18,0.0,0.0,0.0,2.67018334837198e-19,0.0,0.0,3.8954152260670895e-18,6.070256517706269e-19,1.2427444361473721e-18,0.0,0.0,0.0,0.0
SLM,1.365228994786632e-18,4.632768304414137e-19,0.0,1.2510579699348445e-18,1.0763753025270907e-18,0.0,1.5815810109414433e-18,0.0,0.0,3.807113069113115e-18,7.419042000406475e-19,1.7859692615336068e-19,6.935936633781103e-21,2.863026350261299e-20,0.0,0.0,7.593742808109737e-19,1.878922457528433e-18
SM ENERGY,7.951913062573391e-19,7.623006961399231e-20,8.138092312838221e-20,1.3045314538116838e-19,0.0,0.0,1.5820522652941585e-18,4.668278641664492e-18,0.0,0.0,0.0,9.304323740584104e-19,9.730675293328476e-19,1.7176552275923738e-18,3.62131632510727e-19,0.0,0.0,0.0
SPX TECHNOLOGIES,1.1447216683872876e-18,5.267603913899518e-19,1.312934683112233e-18,4.874958629548861e-20,0.0,0.0,0.0,0.0,3.3688279470591644e-18,0.0,1.0646345127708343e-18,6.947917361380225e-19,0.0,1.2939317821251037e-18,0.0,0.0,0.0,2.0498112861419786e-19
ST.JOE,0.0,8.829287779539421e-19,0.0,3.017568160202109e-19,0.0,1.2921494752431481e-18,0.0,3.152112864789043e-19,4.0890869360247937e-19,0.0,1.0726166499504988e-18,0.008270132463944138,0.0,0.0029816622111296836,2.062062714965091e-19,7.941015972454536e-19,1.030489657541471e-18,5.638752370294072e-19
HENRY SCHEIN,1.212511908172939e-18,9.232943760059442e-19,0.0,0.0,1.1336341105435014e-18,0.0,1.1053802203693343e-19,0.0,3.181527138104069e-18,0.0,0.0,0.0,0.0,0.0,4.715293248697738e-19,0.0,0.0,0.0
CHARLES SCHWAB,2.2722764827573624e-19,0.0,0.0,1.5028594236902572e-18,1.8389115645317472e-18,0.0,0.0,0.0,9.165473452508751e-19,4.454196090177823e-19,0.0,1.2939611214158528e-18,6.632873114835861e-19,0.0,3.458588282950946e-19,4.172618878945656e-19,0.0,1.0877229907933287e-18
LIGHT WONDER,0.0,3.7759634281041545e-19,8.923639006318959e-19,1.3926801307014462e-18,0.0,0.0,0.0,1.5650402878588671e-18,0.0,0.0,0.0,0.0,0.0,5.649372287514239e-19,2.647455139110559e-19,2.544170640636846e-18,0.0,0.0
SCOTTS MIRACLE-GRO,1.3922040242304797e-19,3.35007803629694e-19,0.0,0.0,0.0,0.0,1.481089592391753e-18,0.0,0.0,0.0,0.0,8.203398598299417e-19,0.005842769292040296,0.03169323916294467,2.6873150343950764e-19,1.7963481700426527e-18,1.386610614299237e-18,3.4015536138959444e-18
SEALED AIR,0.0,0.0,7.2236229122480485e-19,1.4449827671159414e-19,4.538826471866251e-19,1.0008226900354888e-18,0.0,0.0,0.0,6.86270270843212e-19,7.996277979710741e-19,9.223182431734605e-19,0.0,1.0213993082799176e-18,0.0,1.1473601238373513e-18,0.0,0.0
SEMPRA,1.9086193514922227e-18,6.123412050561123e-19,4.984282175907366e-19,0.0,8.549954132912504e-19,7.666422028100649e-20,2.7037697496750493e-18,1.642964712070008e-19,3.998276285142681e-18,0.0,0.0,0.0,4.426876483337913e-19,1.7632138070802936e-18,3.8567719228486554e-19,3.1746599076949655e-19,2.8387150304803387e-18,0.0
SERVICE CORP.INTL.,0.0,3.5544763765581617e-20,5.574675519427463e-19,6.919755617534589e-19,1.463755049962325e-19,1.7608740231645037e-18,3.680572706525883e-19,0.0,1.3184575710183038e-18,1.9267073711405993e-18,0.0,0.0,0.0,0.0,3.5078636205548694e-19,1.4568451700197217e-18,0.0,0.0
SERVICE PROPERTIES TRUST,0.0,0.0,0.0,0.0,0.0,0.0,2.6497682836344323e-19,2.9783428245315507e-18,0.0,0.0,3.1361296571169903e-19,3.6398005239505245e-18,0.0,5.582283167487375e-19,0.0,4.801677015424925e-19,9.229459678309943e-19,4.158208999023945e-19
SHERWIN-WILLIAMS,0.0,0.0,1.1416769452009276e-18,5.18899387131877e-19,0.0,0.0,1.916513201820773e-18,1.0403901637123639e-18,2.5490939212559723e-18,0.0,0.008663054200509775,0.0,0.0,0.0,1.9235198383433793e-18,0.0,0.0,0.0
SIMON PROPERTY GROUP,0.0,0.0,1.58184734958512e-19,0.0,9.421436832092765e-19,1.452776154583321e-18,0.0,0.0,0.0,0.0,7.1681411046415675e-19,5.044212902439432e-19,0.0,0.0,8.229595382131387e-19,0.0,0.0,0.0
SIRIUS XM HOLDINGS,4.832526935145131e-19,3.1931718145225924e-18,0.0,1.5282076683760018e-18,0.0,0.0,3.4187440600374435e-18,0.0,6.202827745186427e-18,0.0,2.208694218902051e-19,4.863197656206757e-19,0.0,5.372315489701743e-19,0.0,0.0,3.2551367458928815e-19,8.000581156997435e-19
J M SMUCKER,7.459129844805214e-19,2.4014336791068064e-18,0.01604647219426819,0.00881015014163608,1.765341751838825e-18,2.69761410015799e-18,2.9148591579798315e-18,0.0,2.607149203659551e-18,0.0,0.0,4.3246925394876946e-19,1.8352385768508272e-18,0.0,0.0,0.0,0.03474022378057825,0.03933784785222186
SNAP-ON,4.914208026377823e-19,8.807694959569286e-19,0.0,0.0,0.0,4.191209021069199e-18,0.0,0.0,3.352227381513e-18,6.226313309684998e-19,0.0,0.0,6.2812881751609e-20,7.375599644966209e-19,0.0,0.0,0.0,0.0
SONOCO PRODUCTS,1.1773122757172795e-18,0.0,0.0,6.864180206378349e-19,0.0,0.0,0.0,3.771103001999211e-18,6.488085811982157e-19,5.24683214735823e-19,0.0,0.0,7.518078910934559e-19,7.40808922518056e-19,0.0,1.8759617099442264e-18,7.796535181392654e-19,8.591596958583519e-19
SOUTHERN,0.05832622049749272,0.03196833263413886,0.034652033625791744,0.023483125320402354,0.022747015971221387,0.0,0.0,0.018989901915095708,3.0357660829594124e-18,0.029331403108581112,0.034065715122885684,0.03327767498547234,0.02775823281192764,0.029021340794994122,0.019584642600076394,0.0,0.0,1.2867527968739146e-19
SOUTHERN COPPER,2.3539082739664314e-19,1.4079283578694173e-18,0.0,0.0,2.175337567216196e-18,2.3488772736243864e-18,0.0,0.0,0.0,2.6397144944690502e-20,4.7489955288292515e-19,1.4897658407079184e-18,0.014315445832686383,0.014943115839121245,0.019845456333621156,0.0008948775861897931,3.7443797408813547e-19,5.396906253721816e-20
SOUTHWEST AIRLINES,4.475037530390152e-19,3.6527127392922462e-19,2.4086561292977616e-19,0.0,0.0,0.0,2.698024574319458e-18,3.0319942749563202e-18,2.9119097675319184e-19,1.801260447585735e-19,1.9492245158092802e-18,0.0,0.0,0.0,7.384514000410058e-19,3.05675888460297e-20,0.0,0.0
SOUTHWESTERN ENERGY,0.0,2.936537436588301e-19,8.805047637538681e-20,0.0,0.0,9.92934154958551e-19,0.017981988321165533,4.313910630612474e-19,0.0,2.0774081749407304e-18,0.0,1.4118089332699218e-18,0.0,0.0,7.178051885885225e-20,0.0,5.599954170746701e-19,6.696340703622783e-18
STANLEY BLACK & DECKER,9.877853799145126e-20,0.0,0.0,0.0,0.0,1.48978943008892e-19,0.0,0.0,0.0,1.345277767423348e-18,0.0,2.085793694801474e-19,2.801458351005967e-19,0.0,0.0,0.0,8.302477547214009e-19,1.834531078698398e-20
STARBUCKS,0.0,1.0910546102620128e-19,0.0,0.005544340219972099,4.330975822251935e-19,1.892995436162068e-18,0.0,1.0737814170481221e-18,0.0,0.0,0.0,7.424967735569468e-20,9.544407048257522e-20,5.485590279771726e-19,0.017083327505684098,0.0,1.1464761553251532e-18,0.0
STATE STREET,0.0,2.2794526515846493e-19,4.667323665089015e-19,0.0,0.0,0.0,4.413892176011724e-19,1.4246527910146651e-18,2.423891410690144e-18,1.6558595647712669e-18,8.851970309578151e-20,4.4930205350016523e-20,0.0,0.0,2.14969154788767e-19,1.3274859574211712e-19,2.640455500255577e-19,0.0
STEEL DYNAMICS,1.2490093970969206e-19,3.7991189004063626e-19,2.3660588629274394e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1423216368903704e-19,1.4369523667047555e-20,2.2837987203373583e-19,2.3226215211133625e-19,6.11744084324332e-19,1.3447001500290425e-18,2.6917092862036355e-19,0.0
STERICYCLE,0.015172891240154814,0.027630878239259134,0.04526465677077608,0.037456626861652256,3.224305588669063e-18,0.0003466289126044787,0.04611738419202851,0.029867338937214164,0.03671529079262892,0.04257938094389661,0.011979328943335836,0.020398840503968656,0.027584908141820786,0.033702620738183704,0.0,5.513507458494756e-19,0.0,1.6357044415692228e-18
STRATEGIC EDUCATION,3.2967485879945433e-18,1.1808504785773265e-18,0.0,1.0501635188145808e-18,0.061230765901326326,0.07502764990726733,0.007078467722189517,2.0714352562755335e-18,0.0,7.032810247123443e-19,1.3547200499612066e-18,0.0,0.0,0.0016507086180553745,1.894229870819234e-18,0.0014591255369758372,8.350106726874856e-19,0.0
STRYKER,0.0,0.0,0.0,3.208418100245528e-19,1.3038091193880997e-18,2.173985978037079e-19,1.6422538441916507e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.922693553596496e-19,8.641653257587385e-19,3.062948378930056e-18
SYNOPSYS,0.0,0.0,1.3399361053738906e-18,0.0,9.761058540484778e-19,0.0,1.5878513711187992e-18,1.1677849204980237e-18,0.0,0.009428013459283542,0.0,1.0086962001492064e-18,5.667557885536306e-19,6.803551548902025e-19,5.259807620251806e-19,5.852214811571736e-19,7.401434654195108e-19,9.790394883457918e-19
SYNOVUS FINANCIAL,4.960953376290494e-19,0.0,8.050689116507396e-19,0.0,0.0,0.0,0.0,0.0,2.575328540971423e-18,0.0,6.300632070282657e-19,0.0,1.7140958006261502e-19,0.0,0.0,0.0,2.4722923390932976e-19,9.447050394701966e-19
SYSCO,0.0,0.0,5.4060698632246345e-19,0.0,0.0,2.362418899018353e-19,2.2618036823734046e-18,7.203279638571706e-19,1.329481517653224e-18,0.0,0.0,9.571478141445398e-05,0.00036238054615065306,0.009554224924496757,0.00837632893546749,0.008342222945547654,3.1781471253053804e-19,0.0
TJX,0.0,0.0,0.0,5.095365976000799e-19,3.206502065995793e-19,0.024876501639855483,0.004216887255120437,0.023272967252093345,0.010011262123497813,0.033950213718660326,3.514118890641478e-18,0.009280918886981135,0.0,0.0,4.354590208109307e-06,8.577002498977515e-19,1.0996706521009051e-18,0.0
TARGET,0.0,1.0692459307779885e-19,4.704793363142455e-19,0.0,6.718770021602416e-20,0.0,0.0,0.0,0.0,0.0,0.0007212616163339099,0.00012409148803799275,0.0,0.0,0.006143582796368352,0.0031591837793332493,6.434357193488163e-19,1.5359860469403514e-19
TELEFLEX,2.0996730656032479e-19,9.135704668039793e-19,6.380900710369002e-19,0.0,1.994199958965843e-18,0.0,1.2460226197916062e-18,0.0,4.4771558106350077e-20,0.0,0.0,1.2126569702971633e-18,0.0,9.93469258698276e-19,0.0,0.0,3.2110556413560645e-19,0.0
TELEPHONE & DATA SYS.,2.817992446315263e-19,0.0,4.6782215031028197e-20,0.0,0.0,0.0018356734351052941,0.0,1.8384762202949584e-18,1.8540269737216314e-19,0.0,0.0,1.2881428745887546e-18,6.052643195201251e-19,1.6222339390946355e-19,0.0,0.0,0.0,0.0
TENET HEALTHCARE,0.0,0.0,0.0,0.0026564287226870926,2.1843733606199557e-19,0.0,0.0,0.0,1.8894002585970173e-18,0.0,3.2275571235231074e-19,0.0,0.0,0.0,0.0,2.689384541169214e-18,3.4527226507256983e-18,0.0
TERADYNE (XSC),0.0,8.66128657695437e-19,0.0,9.651677464569295e-19,0.0,0.0,0.0,0.0,1.6738701168487114e-18,1.3073047996562752e-18,2.2530352740137984e-21,1.1775369956888951e-18,0.0,0.0,0.0,2.7557359925228116e-20,4.63299303482658e-19,2.4734232726348257e-18
TEREX,0.0,6.76635687185159e-19,2.119057866008716e-18,0.0,2.978581735523105e-18,0.0,4.901234979248726e-19,2.7658900358420473e-18,0.0,0.0,4.188012594958337e-18,2.1437683076327096e-18,1.6363143296998323e-19,5.08676901814663e-19,0.0,0.0,9.914642441241774e-19,0.0
TEXAS INSTRUMENTS,6.365904611401625e-19,0.0,2.20875176119424e-19,7.103993023494743e-19,0.0,0.0,1.4103294432817146e-18,0.0,4.502020398950317e-19,2.0301869004426457e-18,0.0,1.6887352710923482e-18,1.5999851814137022e-18,0.0,2.450398055872153e-19,0.0,0.0,7.898513045151823e-19
TEXTRON,1.1761427205307618e-18,4.1710018706816345e-19,5.6035114739782945e-19,0.0,0.0,0.0,1.1430678180051827e-18,0.0,3.0433535656541474e-18,0.0,6.4322445615437e-19,0.0,0.0,1.182586163505519e-18,1.0331166119203604e-18,0.0,3.7493310850940245e-19,0.0
ODP,0.0,0.0,7.787345845434788e-19,6.316328416706947e-19,0.0,0.0,0.0,0.0,0.0,3.050481133332957e-18,2.4692301358615674e-18,1.1048498234018464e-18,0.0,2.763346878978671e-18,0.0,3.890122030331644e-19,0.0,2.3939922417332235e-18
THERMO FISHER SCIENTIFIC,0.0,2.982115443881598e-19,0.0,0.0,0.0,0.0,2.1562502786231622e-18,2.9482274688763515e-18,0.0,0.0,0.0,3.2883539969523777e-19,0.0,0.0,4.650093543929341e-19,0.0,2.279559252439034e-18,1.0702862178836999e-18
THOR INDUSTRIES,4.808283691667122e-19,0.0,1.7752721499255864e-18,1.9597336541084848e-18,0.0,0.0,0.0,1.3607223141555174e-18,2.5346133892382266e-18,1.8810980709207896e-18,0.0,0.0,1.9544364248093129e-19,0.0,0.0,0.0,0.0,3.1132154679071815e-18
3M,6.467953432013165e-19,1.0553704576781794e-18,0.0,0.0,0.015184965064141624,0.0,1.9927601045578945e-19,2.9840450120491043e-18,0.0,0.0,0.0,0.0,0.0,1.2397357417273142e-18,5.411193357597151e-19,0.0,2.4661102757362052e-18,0.0
TIDEWATER,4.580666149533185e-19,5.922429479900959e-19,3.8996042607707863e-19,0.0,0.0,0.0,4.703251122740283e-19,2.3861134482197775e-18,0.0,8.097268658897726e-19,6.632987457416239e-20,0.0,3.302008407740903e-18,2.604491778335686e-19,0.0,1.9594267403264628e-19,5.568704369616768e-19,1.0496473626919379e-18
TIMKEN,0.0,0.0,1.74549432532381e-19,1.1042548269466572e-18,0.0,2.0970190900816327e-18,0.0,0.0,0.0,0.0,1.2284553868463328e-18,2.3937860090153973e-18,5.021883153678156e-20,0.0,0.0,5.054139139848842e-19,3.8539345317357545e-20,8.106935911010596e-19
TOLL BROTHERS,1.2141912782634122e-18,6.643425152302993e-19,1.6122155986415526e-19,6.187634853049045e-19,0.0,0.0,0.0,0.0,8.8767230829598e-19,0.0,0.0,0.0,1.4817012748708337e-18,7.82201718372409e-19,1.0634851082697279e-18,0.0,6.564202066112624e-20,4.783794486334559e-19
TORO,3.3230198868718926e-18,0.0,0.0,4.2440107488192003e-19,1.2549710302478243e-18,0.0,2.026444574299182e-18,1.4426956802600913e-18,0.0,0.0,0.0,0.0,0.0176463951584885,0.0,5.635888616987949e-19,0.0,3.494982854827283e-18,0.0
TRAVELERS COS.,0.0,0.0,7.388897159210333e-20,0.0,0.0,0.0,3.2455328371010754e-18,3.786539515586632e-18,1.2646733479448674e-18,0.0,0.0,0.0,1.6817961734889095e-18,0.0,0.0,1.2025253992280632e-18,2.1300975786209897e-18,2.306007561422189e-19
TRIMBLE,0.0,0.0,0.0,7.361614623283889e-19,0.0,1.6520383887924892e-19,2.2553805129427983e-18,0.0,0.0,1.1444821654265075e-18,0.0,0.0,0.0,0.0,0.0,7.756452472805054e-20,3.229233790398657e-19,8.033477196605959e-19
TRINITY INDUSTRIES,0.0,5.200016097681856e-19,2.295879030914389e-19,0.0,1.2295746134757449e-18,0.0,0.0,0.0,1.6547836352899236e-18,1.496510735156421e-19,0.0,3.310449848425171e-19,1.6781243712154668e-19,0.0,1.6025241055456225e-19,1.18216244435436e-18,1.5574010678068686e-19,1.4855071798300462e-18
TRUIST FINANCIAL,4.406391981466577e-19,0.011308283866720432,0.02233606352687531,0.003918259931511143,0.0,1.5523532336976143e-18,9.666817316775995e-19,2.720103863207935e-19,8.395436717436126e-19,7.68224401188017e-20,3.2734458791647383e-19,4.498317776685261e-19,0.0,0.0,7.746696498221048e-20,0.0,4.697585776942971e-19,3.020540271932351e-19
TYSON FOODS 'A',0.002620546769344578,9.710773406267589e-20,0.008692132025312313,0.013246596489834771,0.0,0.0,0.0,2.2827136111150992e-18,0.0,0.01114657632601983,0.00917225234695611,0.030695135532724988,0.03379149844015888,0.008906564297753206,0.017978998790857792,3.9464670549577436e-19,0.0,2.3090234368376174e-18
UDR,2.259480563932807e-19,0.0,0.0,5.664698836518238e-19,0.0,3.7950808040161686e-19,6.37094858096612e-20,0.0,0.0,0.0,1.0127384443611231e-18,0.0,0.007937706719005075,0.002466207564743453,0.0,0.0,2.3164017080366764e-18,7.117845084156942e-19
UGI,7.700982362985998e-19,0.0,0.0,0.0,0.006198863821972008,0.05135127769446596,0.055148282947546444,0.017855053387606425,0.004939227303918351,0.0,2.7210429654394905e-18,1.5142134567226666e-18,4.941255569853441e-19,0.0,1.6603556625561418e-19,0.0,0.0,1.960837627736447e-18
